raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
OEJN 050100Z 00000KT CAVOK 26/21 Q1006 NOSIG,OEJN,2024-05-05T01:00:00Z,21.685,39.166,26,21,0,0,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
OEHL 050100Z 00000KT CAVOK 19/02 Q1013,OEHL,2024-05-05T01:00:00Z,27.438,41.686,19,2,0,0,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1002
OEGT 050100Z 26004KT CAVOK 18/01 Q1010 NOSIG,OEGT,2024-05-05T01:00:00Z,31.412,37.279,18,1,260,4,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,512
OEGS 050100Z 03006KT CAVOK 22/05 Q1009,OEGS,2024-05-05T01:00:00Z,26.303,43.774,22,5,30,6,,6+,29.79,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,647
OEGN 050100Z 00000KT CAVOK 30/22 Q1006 NOSIG,OEGN,2024-05-05T01:00:00Z,16.901,42.586,30,22,0,0,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
OEDR 050100Z VRB03KT 7000 NSC 24/23 Q1007,OEDR,2024-05-05T01:00:00Z,26.265,50.152,24,23,VRB,3,,4.35,29.73,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,17
OEDM 050100Z 06012KT CAVOK 23/02 Q1011,OEDM,2024-05-05T01:00:00Z,24.45,44.121,23,2,60,12,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,922
OEDF 050100Z 36005KT 4000 BR NSC 23/23 Q1008 TEMPO 3000,OEDF,2024-05-05T01:00:00Z,26.45,49.817,23,23,360,5,,2.49,29.76,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,15
OEBH 050100Z 00000KT CAVOK 21/06 Q1013 NOSIG,OEBH,2024-05-05T01:00:00Z,19.984,42.621,21,6,0,0,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1167
OEBA 050100Z 23006KT CAVOK 19/05 Q1017 NOSIG,OEBA,2024-05-05T01:00:00Z,20.296,41.634,19,5,230,6,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1659
OEAO 050100Z 22002KT CAVOK 25/02 Q1010 NOSIG,OEAO,2024-05-05T01:00:00Z,26.483,38.117,25,2,220,2,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,615
OEAH 050100Z 33003KT CAVOK 23/19 Q1008 NOSIG,OEAH,2024-05-05T01:00:00Z,25.285,49.485,23,19,330,3,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,180
OEAB 050100Z 00000KT CAVOK 13/09 Q1021 NOSIG,OEAB,2024-05-05T01:00:00Z,18.24,42.657,13,9,0,0,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2092
OBBI 050100Z 09004KT 7000 FEW006 25/24 Q1008 NOSIG,OBBI,2024-05-05T01:00:00Z,26.271,50.634,25,24,90,4,,4.35,29.76,,,,,,TRUE,,,,,FEW,600,,,,,,,MVFR,,,,,,,,,,,,METAR,6
NZWN 050100Z AUTO 36015KT 9999 FEW027/// 16/10 Q1021,NZWN,2024-05-05T01:00:00Z,-41.331,174.806,16,10,360,15,,6+,30.15,,,TRUE,,,,,,,,FEW,2700,,,,,,,VFR,,,,,,,,,,,,METAR,12
NZQN 050100Z AUTO 30001KT 9999 NCD 11/03 Q1020,NZQN,2024-05-05T01:00:00Z,-45.021,168.739,11,3,300,1,,6+,30.12,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,356
NZCH 050100Z AUTO 05009KT 020V080 9999 NCD 15/09 Q1020,NZCH,2024-05-05T01:00:00Z,-43.489,172.528,15,9,50,9,,6+,30.12,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,36
NZAA 050100Z AUTO 01007KT 340V060 9999 BKN038/// 19/10 Q1022,NZAA,2024-05-05T01:00:00Z,-37.008,174.792,19,10,10,7,,6+,30.18,,,TRUE,,,,,,,,BKN,3800,,,,,,,VFR,,,,,,,,,,,,METAR,7
NWWW 050100Z AUTO 14011KT 100V170 9999 FEW043 27/17 Q1013 NOSIG,NWWW,2024-05-05T01:00:00Z,-22.015,166.213,27,17,140,11,,6+,29.91,,,TRUE,,,TRUE,,,,,FEW,4300,,,,,,,VFR,,,,,,,,,,,,METAR,16
NVVV 050100Z 13012KT 9999 BKN020 OVC040 26/22 Q1010,NVVV,2024-05-05T01:00:00Z,-17.695,168.313,26,22,130,12,,6+,29.82,,,,,,,,,,,BKN,2000,OVC,4000,,,,,MVFR,,,,,,,,,,,,METAR,23
NVSS 050100Z 15007KT 9999 FEW020 BKN040 27/25 Q1008,NVSS,2024-05-05T01:00:00Z,-15.505,167.22,27,25,150,7,,6+,29.76,,,,,,,,,,,FEW,2000,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,47
NTAA 050100Z 20005KT 160V220 9999 FEW026 SCT033 30/24 Q1010 WS R22 NOSIG,NTAA,2024-05-05T01:00:00Z,-17.554,-149.607,30,24,200,5,,6+,29.82,,,,,,TRUE,,,,,FEW,2600,SCT,3300,,,,,VFR,,,,,,,,,,,,METAR,2
NSFA 050100Z 06009KT 9999 SCT018 BKN035 OVC120 28/25 Q1005,NSFA,2024-05-05T01:00:00Z,-13.829,-171.993,28,25,60,9,,6+,29.68,,,,,,,,,,,SCT,1800,BKN,3500,OVC,12000,,,VFR,,,,,,,,,,,,METAR,6
NIUE 050100Z AUTO 01009KT 330V060 9999 NCD 31/25 Q1008,NIUE,2024-05-05T01:00:00Z,-19.079,-169.926,31,25,10,9,,6+,29.76,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22
NGTA 050100Z 12009KT 9999 FEW020 32/26 Q1005,NGTA,2024-05-05T01:00:00Z,1.381,173.147,32,26,120,9,,6+,29.68,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8
NGFU 050100Z VRB02KT 9999 -SHRA FEW016CB FEW018TCU OVC110 28/27 Q1006,NGFU,2024-05-05T01:00:00Z,-8.523,179.198,28,27,VRB,2,,6+,29.70,,,,,,,,,,-SHRA,FEW,1600,FEW,1800,OVC,11000,,,VFR,,,,,,,,,,,,METAR,2
NFTV 050100Z 09007KT 9999 FEW017TCU SCT300 29/26 Q1007,NFTV,2024-05-05T01:00:00Z,-18.585,-173.963,29,26,90,7,,6+,29.73,,,,,,,,,,,FEW,1700,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,71
NFTF 050100Z 12009KT 9999 FEW009 BKN017TCU OVC100 25/23 Q1009,NFTF,2024-05-05T01:00:00Z,-21.241,-175.15,25,23,120,9,,6+,29.79,,,,,,,,,,,FEW,900,BKN,1700,OVC,10000,,,MVFR,,,,,,,,,,,,METAR,38
NFNS 050100Z 13013KT 9999 -SHRA SCT015 BKN042 BKN110 27/26 Q1006,NFNS,2024-05-05T01:00:00Z,-16.803,179.341,27,26,130,13,,6+,29.70,,,,,,,,,,-SHRA,SCT,1500,BKN,4200,BKN,11000,,,VFR,,,,,,,,,,,,METAR,4
NFNM 050100Z 14007KT 9999 VCSH SCT018TCU BKN300 29/27 Q1005,NFNM,2024-05-05T01:00:00Z,-16.691,-179.877,29,27,140,7,,6+,29.68,,,,,,,,,,VCSH,SCT,1800,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,21
NFNL 050100Z 35008KT 9999 -RA SCT024TCU SCT045 BKN110 29/27 Q1006,NFNL,2024-05-05T01:00:00Z,-16.467,179.339,29,27,350,8,,6+,29.70,,,,,,,,,,-RA,SCT,2400,SCT,4500,BKN,11000,,,VFR,,,,,,,,,,,,METAR,17
NFNA 050100Z 14009KT 9999 SCT018 BKN045 28/25 Q1007,NFNA,2024-05-05T01:00:00Z,-18.043,178.559,28,25,140,9,,6+,29.73,,,,,,,,,,,SCT,1800,BKN,4500,,,,,VFR,,,,,,,,,,,,METAR,6
NFFN 050100Z 14009KT 9999 SCT026TCU SCT048 BKN110 31/24 Q1007 NOSIG,NFFN,2024-05-05T01:00:00Z,-17.755,177.443,31,24,140,9,,6+,29.73,,,,,,TRUE,,,,,SCT,2600,SCT,4800,BKN,11000,,,VFR,,,,,,,,,,,,METAR,14
NCSW 050100Z AUTO NIL,NCSW,2024-05-05T01:00:00Z,-99.99,-99.99,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9999
NCRK 050100Z AUTO NIL,NCRK,2024-05-05T01:00:00Z,-10.032,-161.101,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
NCRG 050100Z AUTO 03006KT 340V080 9999 SCT017/// BKN024/// BKN031/// 29/25 Q1011,NCRG,2024-05-05T01:00:00Z,-21.203,-159.806,29,25,30,6,,6+,29.85,,,TRUE,,,,,,,,SCT,1700,BKN,2400,BKN,3100,,,MVFR,,,,,,,,,,,,METAR,7
NCPY 050100Z AUTO 06015KT //// ////// 29/26 Q1006,NCPY,2024-05-05T01:00:00Z,-9.01,-158.034,29,26,60,15,,,29.70,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2
NCPL 050100Z AUTO NIL,NCPL,2024-05-05T01:00:00Z,1.98,-157.48,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
NCPK 050100Z AUTO NIL,NCPK,2024-05-05T01:00:00Z,-10.915,-165.839,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
NCNS 050100Z AUTO NIL,NCNS,2024-05-05T01:00:00Z,-99.99,-99.99,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9999
NCMR 050100Z AUTO 05009KT //// ////// 30/25 Q1010,NCMR,2024-05-05T01:00:00Z,-19.842,-157.703,30,25,50,9,,,29.82,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,8
NCMK 050100Z AUTO 05006KT //// ////// 29/26 Q1009,NCMK,2024-05-05T01:00:00Z,-20.137,-157.344,29,26,50,6,,,29.79,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,13
NCMH 050100Z AUTO 11002KT //// ////// 26/25 Q1008,NCMH,2024-05-05T01:00:00Z,-10.374,-161.004,26,25,110,2,,,29.76,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1
NCMG 050100Z AUTO 01005KT //// ////// ///// Q////,NCMG,2024-05-05T01:00:00Z,-21.896,-157.907,,,10,5,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,14
NCAT 050100Z AUTO NIL,NCAT,2024-05-05T01:00:00Z,-19.968,-158.119,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11
NCAI 050100Z AUTO 06006KT //// ////// 30/25 Q1009,NCAI,2024-05-05T01:00:00Z,-18.829,-159.766,30,25,60,6,,,29.79,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
MYSM 050100Z AUTO 09012KT 9999 FEW019/// 24/21 A3002,MYSM,2024-05-05T01:00:00Z,24.064,-74.529,24,21,90,12,,6+,30.02,,,TRUE,,,,,,,,FEW,1900,,,,,,,VFR,,,,,,,,,,,,METAR,5
MYNN 050100Z 10008KT 9999 FEW025 24/20 A3004,MYNN,2024-05-05T01:00:00Z,25.04,-77.467,24,20,100,8,,6+,30.04,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,5
MYIG 050100Z AUTO 08013KT 9999 -SHRA SCT015/// BKN032/// BKN074/// 25/23 A2996,MYIG,2024-05-05T01:00:00Z,20.975,-73.674,25,23,80,13,,6+,29.96,,,TRUE,,,,,,,-SHRA,SCT,1500,BKN,3200,BKN,7400,,,VFR,,,,,,,,,,,,METAR,2
MYGF 050100Z AUTO 12012KT //// R06///// // SCT025/// 25/20 A3003,MYGF,2024-05-05T01:00:00Z,26.555,-78.698,25,20,120,12,,,30.03,,,TRUE,,,,,,,,SCT,2500,,,,,,,,,,,,,,,,,,,METAR,2
MYEM 050100Z AUTO 07011KT 9999 FEW024 24/20 Q1017 A3003,MYEM,2024-05-05T01:00:00Z,25.285,-76.331,24,20,70,11,,6+,30.03,,,TRUE,,,,,,,,FEW,2400,,,,,,,VFR,,,,,,,,,,,,METAR,8
MWCR 050100Z 06008KT 9999 FEW016 27/25 Q1012,MWCR,2024-05-05T01:00:00Z,19.294,-81.357,27,25,60,8,,6+,29.88,,,,,,,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,4
MWCB 050100Z 06003KT 9999 FEW018 28/22 Q1013,MWCB,2024-05-05T01:00:00Z,19.688,-79.879,28,22,60,3,,6+,29.91,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,7
MSLP 050100Z 23003KT 9999 FEW022 FEW037CB BKN050 29/27 Q1007 A2976 NOSIG RMK CB NE,MSLP,2024-05-05T01:00:00Z,13.438,-89.056,29,27,230,3,,6+,29.73,,,,,,TRUE,,,,,FEW,2200,FEW,3700,BKN,5000,,,VFR,,,,,,,,,,,,METAR,25
MROC 050100Z 25006KT 230V300 6000 2500SW BCFG BKN008 23/22 A3001 NOSIG,MROC,2024-05-05T01:00:00Z,9.991,-84.218,23,22,250,6,,3.73,30.01,,,,,,TRUE,,,,BCFG,BKN,800,,,,,,,IFR,,,,,,,,,,,,METAR,900
MRLB 050100Z 01002KT CAVOK 28/26 A2977,MRLB,2024-05-05T01:00:00Z,10.589,-85.552,28,26,10,2,,6+,29.77,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,79
MPTO 050100Z VRB02KT 9999 FEW020 28/24 Q1010 NOSIG,MPTO,2024-05-05T01:00:00Z,9.056,-79.391,28,24,VRB,2,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,7
MPPA 050100Z 00000KT 9999 FEW018 26/24 Q1009,MPPA,2024-05-05T01:00:00Z,8.909,-79.597,26,24,0,0,,6+,29.79,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,1
MPMG 050100Z 28005KT 9999 FEW020 29/23 Q1010 NOSIG,MPMG,2024-05-05T01:00:00Z,8.967,-79.555,29,23,280,5,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,6
MNMG 050100Z 00000KT 8000 FEW022 SCT300 33/22 Q1007 A2974 FU NOSIG,MNMG,2024-05-05T01:00:00Z,12.141,-86.177,33,22,0,0,,4.97,29.73,,,,,,TRUE,,,,FU,FEW,2200,SCT,30000,,,,,MVFR,,,,,,,,,,,,METAR,59
MKJS 050100Z 02007KT 4000 -TSRA FEW020 BKN022CB BKN040 25/22 Q1012,MKJS,2024-05-05T01:00:00Z,18.502,-77.915,25,22,20,7,,2.49,29.88,,,,,,,,,,-TSRA,FEW,2000,BKN,2200,BKN,4000,,,IFR,,,,,,,,,,,,METAR,3
MKJP 050100Z 05007KT 9999 FEW020 FEW022CB 29/24 Q1011,MKJP,2024-05-05T01:00:00Z,17.942,-76.798,29,24,50,7,,6+,29.85,,,,,,,,,,,FEW,2000,FEW,2200,,,,,VFR,,,,,,,,,,,,METAR,3
MHTG 050100Z 18010KT 8000 4000SW FU FEW030TCU FEW032CB 26/18 Q1015 A2997 NOSIG,MHTG,2024-05-05T01:00:00Z,14.06,-87.216,26,18,180,10,,4.97,29.97,,,,,,TRUE,,,,FU,FEW,3000,FEW,3200,,,,,MVFR,,,,,,,,,,,,METAR,1001
MHTE 050100Z 06003KT 9999 FEW024 29/// Q1007 A2974,MHTE,2024-05-05T01:00:00Z,15.776,-87.473,,,60,3,,6+,29.73,,,,,,,,,,,FEW,2400,,,,,,,VFR,,,,,,,,,,,,METAR,7
MHRO 050100Z 07010KT 9999 FEW022 28/24 Q1010 A2983 NOSIG,MHRO,2024-05-05T01:00:00Z,16.316,-86.523,28,24,70,10,,6+,29.82,,,,,,TRUE,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,METAR,6
MHPR 050100Z 36020KT 7000 3000S FU FEW050 SCT100 29/17 Q1012 A2990 NOSIG,MHPR,2024-05-05T01:00:00Z,14.382,-87.621,29,17,360,20,,4.35,29.88,,,,,,TRUE,,,,FU,FEW,5000,SCT,10000,,,,,MVFR,,,,,,,,,,,,METAR,628
MHLM 050100Z 22009KT 9999 FEW028 29/24 Q1009 A2980 NOSIG,MHLM,2024-05-05T01:00:00Z,15.442,-87.934,29,24,220,9,,6+,29.79,,,,,,TRUE,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,32
MHLC 050100Z 08005KT 9999 FEW020 28/25 Q1009 A2980 NOSIG,MHLC,2024-05-05T01:00:00Z,15.737,-86.864,28,25,80,5,,6+,29.79,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,13
MHCA 050100Z VRB02KT 6000 SCT030 30/19 Q1011,MHCA,2024-05-05T01:00:00Z,14.875,-85.775,30,19,VRB,2,,3.73,29.85,,,,,,,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,386
MGPB 050100Z 00000KT CAVOK 26/24 Q1008 A2977,MGPB,2024-05-05T01:00:00Z,15.737,-88.589,26,24,0,0,,6+,29.76,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
MGMM 050100Z 07010KT CAVOK 32/22 Q1009 A2980,MGMM,2024-05-05T01:00:00Z,16.914,-89.866,32,22,70,10,,6+,29.79,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,105
MGGT 050100Z VRB03KT 6000 FEW020 24/20 Q1018 A3006 HZ,MGGT,2024-05-05T01:00:00Z,14.585,-90.526,24,20,VRB,3,,3.73,30.06,,,,,,,,,,HZ,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,1497
MDST 050100Z 13006KT 070V180 9999 TS FEW016CB BKN018 23/23 Q1014 CB/SE/SW/NW/N,MDST,2024-05-05T01:00:00Z,19.407,-70.614,23,23,130,6,,6+,29.94,,,,,,,,,,TS,FEW,1600,BKN,1800,,,,,MVFR,,,,,,,,,,,,METAR,175
MDSD 050100Z 36004KT 9999 FEW018CB BKN018 SCT300 26/24 Q1013 CB/NE,MDSD,2024-05-05T01:00:00Z,18.433,-69.667,26,24,360,4,,6+,29.91,,,,,,,,,,,FEW,1800,BKN,1800,SCT,30000,,,MVFR,,,,,,,,,,,,METAR,18
MDPP 050100Z 09012KT 7000-RA BKN016 BKN070 25/24 Q1013,MDPP,2024-05-05T01:00:00Z,19.759,-70.571,25,24,90,12,,,29.91,,,,,,,,,,-RA,BKN,1600,BKN,7000,,,,,,,,,,,,,,,,,METAR,9
MDPC 050100Z 00000KT 9999 BKN016 26/24 Q1013,MDPC,2024-05-05T01:00:00Z,18.566,-68.356,26,24,0,0,,6+,29.91,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,10
MDLR 050100Z 36004KT 9999 BKN018 25/25 Q1014,MDLR,2024-05-05T01:00:00Z,18.451,-68.921,25,25,360,4,,6+,29.94,,,,,,,,,,,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,66
MDJB 050100Z 36006KT 9999 SCT016 SCT070 24/22 Q1013,MDJB,2024-05-05T01:00:00Z,18.577,-69.984,24,22,360,6,,6+,29.91,,,,,,,,,,,SCT,1600,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,24
LZZI 050100Z 08002KT CAVOK 09/07 Q1014,LZZI,2024-05-05T01:00:00Z,49.231,18.613,9,7,80,2,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,311
LZTT 050100Z 31003KT CAVOK 05/04 Q1015,LZTT,2024-05-05T01:00:00Z,49.068,20.25,5,4,310,3,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,693
LZPP 050100Z AUTO VRB02KT 9999 NCD 08/08 Q1013,LZPP,2024-05-05T01:00:00Z,48.613,17.832,8,8,VRB,2,,6+,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,160
LZKZ 050100Z 04006KT CAVOK 10/06 Q1014 NOSIG,LZKZ,2024-05-05T01:00:00Z,48.661,21.24,10,6,40,6,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,227
LZIB 050100Z VRB01KT 9999 MIFG NSC 13/11 Q1013 NOSIG,LZIB,2024-05-05T01:00:00Z,48.17,17.207,13,11,VRB,1,,6+,29.91,,,,,,TRUE,,,,MIFG,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,129
LYVR 050100Z AUTO 18009KT 9999 SCT041/// 16/14 Q1015,LYVR,2024-05-05T01:00:00Z,45.147,21.31,16,14,180,9,,6+,29.97,,,TRUE,,,,,,,,SCT,4100,,,,,,,VFR,,,,,,,,,,,,METAR,82
LYTV 050100Z AUTO 19001KT CAVOK 11/10 Q1015,LYTV,2024-05-05T01:00:00Z,42.405,18.723,11,10,190,1,,6+,29.97,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LYPG 050100Z 32004KT CAVOK 12/11 Q1016 NOSIG,LYPG,2024-05-05T01:00:00Z,42.359,19.252,12,11,320,4,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32
LYNI 050100Z VRB02KT 9999 SCT006 BKN070 11/11 Q1018 NOSIG,LYNI,2024-05-05T01:00:00Z,43.338,21.863,11,11,VRB,2,,6+,30.06,,,,,,TRUE,,,,,SCT,600,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,197
LYKV 050100Z 00000KT 0600 R31/P2000N R13/0600N FG NSC 10/10 Q1016 NOSIG,LYKV,2024-05-05T01:00:00Z,43.818,20.587,10,10,0,0,,0.37,30.00,,,,,,TRUE,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,209
LYBT 050100Z 00000KT 4000 BR NSC 11/11 Q1015 NOSIG,LYBT,2024-05-05T01:00:00Z,44.935,20.258,11,11,0,0,,2.49,29.97,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,78
LYBE 050100Z 19006KT CAVOK 14/12 Q1015 NOSIG,LYBE,2024-05-05T01:00:00Z,44.824,20.291,14,12,190,6,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,93
LUKK 050100Z 00000KT CAVOK 02/M00 Q1016 NOSIG,LUKK,2024-05-05T01:00:00Z,46.928,28.931,2,0,0,0,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,102
LRTR 050100Z 18005KT 6000 NSC 14/14 Q1014 TEMPO 5000 BR,LRTR,2024-05-05T01:00:00Z,45.811,21.333,14,14,180,5,,3.73,29.94,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,104
LRTM 050100Z AUTO 09003KT 9999 NCD 08/05 Q1015,LRTM,2024-05-05T01:00:00Z,46.468,24.421,8,5,90,3,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,289
LRTC 050100Z AUTO VRB01KT 7000 NCD 06/04 Q1015,LRTC,2024-05-05T01:00:00Z,45.065,28.716,6,4,VRB,1,,4.35,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,52
LRSV 050100Z 25003KT CAVOK 09/04 Q1015,LRSV,2024-05-05T01:00:00Z,47.686,26.354,9,4,250,3,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,406
LRSM 050100Z AUTO 00000KT 9999 FEW090/// 12/06 Q1013,LRSM,2024-05-05T01:00:00Z,47.703,22.886,12,6,0,0,,6+,29.91,,,TRUE,,,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,123
LRSB 050100Z 23001KT 9999 FEW037 SCT045 10/07 Q1015 NOSIG,LRSB,2024-05-05T01:00:00Z,45.789,24.091,10,7,230,1,,6+,29.97,,,,,,TRUE,,,,,FEW,3700,SCT,4500,,,,,VFR,,,,,,,,,,,,METAR,442
LROP 050100Z 28002KT CAVOK 08/08 Q1016 NOSIG,LROP,2024-05-05T01:00:00Z,44.572,26.102,8,8,280,2,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,92
LROD 050100Z AUTO 14006KT 9999 NCD 14/11 Q1014,LROD,2024-05-05T01:00:00Z,47.036,21.896,14,11,140,6,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,132
LRIA 050100Z 09004KT CAVOK 11/02 Q1016,LRIA,2024-05-05T01:00:00Z,47.164,27.627,11,2,90,4,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,71
LRCV 050100Z 10005KT 9999 BKN046 13/11 Q1016,LRCV,2024-05-05T01:00:00Z,44.31,23.867,13,11,100,5,,6+,30.00,,,,,,,,,,,BKN,4600,,,,,,,VFR,,,,,,,,,,,,METAR,192
LRCL 050100Z AUTO 07006KT 9999 NCD 12/04 Q1015,LRCL,2024-05-05T01:00:00Z,46.783,23.676,12,4,70,6,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,313
LRCK 050100Z 35008KT CAVOK 08/04 Q1015 NOSIG,LRCK,2024-05-05T01:00:00Z,44.362,28.488,8,4,350,8,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,108
LRBV 050100Z AUTO VRB02KT 9999 SCT087/// 07/03 Q1016,LRBV,2024-05-05T01:00:00Z,-99.99,-99.99,7,3,VRB,2,,6+,30.00,,,TRUE,,,,,,,,SCT,8700,,,,,,,VFR,,,,,,,,,,,,METAR,9999
LRBS 050100Z VRB01KT CAVOK 07/06 Q1016 NOSIG,LRBS,2024-05-05T01:00:00Z,44.511,26.078,7,6,VRB,1,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,91
